date,trips
2023-11-03,280348
2023-11-04,307935
2023-11-05,232891
2023-11-06,196813
2023-11-07,209875
2023-11-08,228259
2023-11-09,248751
2023-11-10,284667
2023-11-11,311281
2023-11-12,234842
2023-11-13,201093
2023-11-14,212481
2023-11-15,224089
2023-11-16,244678
2023-11-17,282911
2023-11-18,293742
2023-11-19,219540
2023-11-20,188307
2023-11-21,200415
2023-11-22,223517
2023-11-23,172970
2023-11-24,196550
2023-11-25,238232
2023-11-26,198953
2023-11-27,215383
2023-11-28,228837
2023-11-29,229109
2023-11-30,244382
2023-12-01,305493
2023-12-02,323275
2023-12-03,237451
2023-12-04,200069
2023-12-05,222812
2023-12-06,237557
2023-12-07,261530
2023-12-08,305438
2023-12-09,338332
2023-12-10,246429
2023-12-11,198001
2023-12-12,216473
2023-12-13,235985
2023-12-14,260239
2023-12-15,302540
2023-12-16,335327
2023-12-17,233295
2023-12-18,197701
2023-12-19,216881
2023-12-20,223634
2023-12-21,237639
2023-12-22,260705
2023-12-23,226208
2023-12-24,166068
2023-12-25,108847
2023-12-26,149862
2023-12-27,178223
2023-12-28,207812
2023-12-29,246245
2023-12-30,261365
2023-12-31,255721
2024-01-01,226516
2024-01-02,167624
2024-01-03,178578
2024-01-04,190706
2024-01-05,229119
2024-01-06,249338
2024-01-07,192421
2024-01-08,183876
2024-01-09,196309
2024-01-10,207190
2024-01-11,231091
2024-01-12,219122
2024-01-13,280622
2024-01-14,234743
2024-01-15,197907
2024-01-16,217312
2024-01-17,234017
2024-01-18,244407
2024-01-19,287498
2024-01-20,314656
2024-01-21,247694
2024-01-22,225649
2024-01-23,228125
2024-01-24,230887
2024-01-25,245006
2024-01-26,280405
2024-01-27,294392
2024-01-28,215406
2024-01-29,189869
2024-01-30,204325
2024-01-31,196926
2024-02-01,240144
2024-02-02,282088
2024-02-03,305312
2024-02-04,215450
2024-02-05,193626
2024-02-06,208414
2024-02-07,216780
2024-02-08,242443
2024-02-09,274626
2024-02-10,295208
2024-02-11,233451
2024-02-12,192306
2024-02-13,211423
2024-02-14,239037
2024-02-15,245232
2024-02-16,289186
2024-02-17,329348
2024-02-18,235297
2024-02-19,183869
2024-02-20,202878
2024-02-21,226422
2024-02-22,251953
2024-02-23,309000
2024-02-24,325995
2024-02-25,230608
2024-02-26,200217
2024-02-27,214541
2024-02-28,242102
2024-02-29,227146
2024-03-01,292013
2024-03-02,311380
2024-03-03,225047
2024-03-04,198690
2024-03-05,221814
2024-03-06,234024
2024-03-07,251423
2024-03-08,306807
2024-03-09,313095
2024-03-10,229496
2024-03-11,205825
2024-03-12,211692
2024-03-13,228753
2024-03-14,267276
2024-03-15,318267
2024-03-16,415963
2024-03-17,274058
2024-03-18,222343
2024-03-19,219972
2024-03-20,232599
2024-03-21,255149
2024-03-22,295074
2024-03-23,313343
2024-03-24,235166
2024-03-25,204728
2024-03-26,215702
2024-03-27,227154
2024-03-28,248870
2024-03-29,282686
2024-03-30,295986
2024-03-31,200987
2024-04-01,211806
2024-04-02,220709
2024-04-03,239391
2024-04-04,255694
2024-04-05,291763
2024-04-06,311719
2024-04-07,234517
2024-04-08,200745
2024-04-09,217365
2024-04-10,224563
2024-04-11,254532
2024-04-12,290458
2024-04-13,316175
2024-04-14,240408
2024-04-15,198620
2024-04-16,212048
2024-04-17,230366
2024-04-18,251508
2024-04-19,291963
2024-04-20,323755
2024-04-21,226524
2024-04-22,191255
2024-04-23,205957
2024-04-24,232838
2024-04-25,255577
2024-04-26,293387
2024-04-27,313507
2024-04-28,228193
2024-04-29,198323
2024-04-30,192150
2024-05-01,222899
2024-05-02,248022
2024-05-03,292706
2024-05-04,326036
2024-05-05,244092
2024-05-06,208916
2024-05-07,225466
2024-05-08,229274
2024-05-09,256496
2024-05-10,281392
2024-05-11,298673
2024-05-12,222190
2024-05-13,206145
2024-05-14,218459
2024-05-15,232395
2024-05-16,256018
2024-05-17,302452
2024-05-18,327222
2024-05-19,256743
2024-05-20,215960
2024-05-21,228552
2024-05-22,230868
2024-05-23,244744
2024-05-24,278722
2024-05-25,304373
2024-05-26,260073
2024-05-27,185589
2024-05-28,198822
2024-05-29,208478
2024-05-30,240587
2024-05-31,266204
2024-06-01,340081
2024-06-02,260334
2024-06-03,213793
2024-06-04,220786
2024-06-05,232329
2024-06-06,245803
2024-06-07,286160
2024-06-08,325555
2024-06-09,260414
2024-06-10,208400
2024-06-11,213636
2024-06-12,227991
2024-06-13,247194
2024-06-14,284882
2024-06-15,306869
2024-06-16,227099
2024-06-17,199138
2024-06-18,215319
2024-06-19,230178
2024-06-20,244562
2024-06-21,287457
2024-06-22,330462
2024-06-23,253409
2024-06-24,213700
2024-06-25,224243
2024-06-26,229352
2024-06-27,241215
2024-06-28,286019
2024-06-29,311807
2024-06-30,224729
2024-07-01,188486
2024-07-02,191123
2024-07-03,227439
2024-07-04,226943
2024-07-05,239490
2024-07-06,255190
2024-07-07,216900
2024-07-08,194600
2024-07-09,209687
2024-07-10,222461
2024-07-11,243671
2024-07-12,287880
2024-07-13,332649
2024-07-14,268751
2024-07-15,218906
2024-07-16,220144
2024-07-17,227036
2024-07-18,246353
2024-07-19,290756
2024-07-20,327768
2024-07-21,251606
2024-07-22,206745
2024-07-23,222310
2024-07-24,230957
2024-07-25,242713
2024-07-26,287720
2024-07-27,323687
2024-07-28,240762
2024-07-29,203196
2024-07-30,218176
2024-07-31,223474
2024-08-01,275837
2024-08-02,304144
2024-08-03,332369
2024-08-04,269158
2024-08-05,211722
2024-08-06,209766
2024-08-07,226043
2024-08-08,244977
2024-08-09,290192
2024-08-10,327324
2024-08-11,245640
2024-08-12,201575
2024-08-13,208225
2024-08-14,222110
2024-08-15,245709
2024-08-16,286186
2024-08-17,308962
2024-08-18,234405
2024-08-19,204345
2024-08-20,215825
2024-08-21,230195
2024-08-22,246149
2024-08-23,282292
2024-08-24,308916
2024-08-25,241137
2024-08-26,205486
2024-08-27,218716
2024-08-28,224810
2024-08-29,248191
2024-08-30,294987
2024-08-31,282995
2024-09-01,275577
2024-09-02,194478
2024-09-03,193223
2024-09-04,201322
2024-09-05,232118
2024-09-06,281041
2024-09-07,307113
2024-09-08,248762
2024-09-09,203698
2024-09-10,214916
2024-09-11,225936
2024-09-12,245831
2024-09-13,281565
2024-09-14,300743
2024-09-15,231931
2024-09-16,206933
2024-09-17,212665
2024-09-18,228469
2024-09-19,245407
2024-09-20,292121
2024-09-21,319310
2024-09-22,255688
2024-09-23,208512
2024-09-24,230209
2024-09-25,232408
2024-09-26,253595
2024-09-27,296542
2024-09-28,320343
2024-09-29,252178
2024-09-30,205684
2024-10-01,211002
2024-10-02,214972
2024-10-03,238310
2024-10-04,288709
2024-10-05,326039
2024-10-06,252201
2024-10-07,210445
2024-10-08,215584
2024-10-09,226424
2024-10-10,249710
2024-10-11,296272
2024-10-12,330928
2024-10-13,248632
2024-10-14,210894
2024-10-15,236406
2024-10-16,232937
2024-10-17,257045
2024-10-18,301828
2024-10-19,318683
2024-10-20,242030
2024-10-21,207112
2024-10-22,216379
2024-10-23,235627
2024-10-24,259692
2024-10-25,310919
2024-10-26,360713
2024-10-27,267722
2024-10-28,204488
2024-10-29,207888
2024-10-30,220519
2024-10-31,229574
2024-11-01,309696
2024-11-02,329412
2024-11-03,256915
2024-11-04,215672
2024-11-05,226218
2024-11-06,228677
2024-11-07,244377
2024-11-08,290947
2024-11-09,326473
2024-11-10,252526
2024-11-11,205832
2024-11-12,219929
2024-11-13,246694
2024-11-14,259646
2024-11-15,308762
2024-11-16,344176
2024-11-17,263337
2024-11-18,232770
2024-11-19,228140
2024-11-20,247063
2024-11-21,247801
2024-11-22,281168
2024-11-23,294292
2024-11-24,226402
2024-11-25,190935
2024-11-26,210379
2024-11-27,232215
2024-11-28,186682
2024-11-29,230292
2024-11-30,247632
2024-12-01,232068
2024-12-02,239219
2024-12-03,247799
2024-12-04,262813
2024-12-05,278925
2024-12-06,326840
2024-12-07,349805
2024-12-08,248620
2024-12-09,207978
2024-12-10,229679
2024-12-11,257387
2024-12-12,292097
2024-12-13,316371
2024-12-14,346276
2024-12-15,243244
2024-12-16,210038
2024-12-17,231389
2024-12-18,252865
2024-12-19,273350
2024-12-20,305180
2024-12-21,314698
2024-12-22,233396
2024-12-23,198085
2024-12-24,172981
2024-12-25,124130
2024-12-26,180911
2024-12-27,228420
2024-12-28,243810
2024-12-29,222300
2024-12-30,215900
2024-12-31,277320
2025-01-01,253289
2025-01-02,189526
2025-01-03,238755
2025-01-04,261089
2025-01-05,204814
2025-01-06,195385
2025-01-07,203223
2025-01-08,220642
2025-01-09,238514
2025-01-10,275654
2025-01-11,296508
2025-01-12,217432
2025-01-13,217287
2025-01-14,225214
2025-01-15,247919
2025-01-16,253249
2025-01-17,289829
2025-01-18,315838
2025-01-19,253166
2025-01-20,209649
2025-01-21,232626
2025-01-22,243731
2025-01-23,257753
2025-01-24,304902
2025-01-25,311222
2025-01-26,231280
2025-01-27,211604
2025-01-28,216179
2025-01-29,228056
2025-01-30,254422
2025-01-31,308533
2025-02-01,318062
2025-02-02,227145
2025-02-03,207740
2025-02-04,228551
2025-02-05,240727
2025-02-06,258163
2025-02-07,300167
2025-02-08,318213
2025-02-09,258399
2025-02-10,217472
2025-02-11,234707
2025-02-12,220371
2025-02-13,275670
2025-02-14,317296
2025-02-15,321435
2025-02-16,245027
2025-02-17,215851
2025-02-18,244241
2025-02-19,254976
2025-02-20,275537
2025-02-21,314819
2025-02-22,332978
2025-02-23,236496
2025-02-24,213146
2025-02-25,221368
2025-02-26,241575
2025-02-27,253133
2025-02-28,295310
2025-03-01,331126
2025-03-02,239511
2025-03-03,221447
2025-03-04,237373
2025-03-05,256066
2025-03-06,266934
2025-03-07,302484
2025-03-08,315063
2025-03-09,230291
2025-03-10,213801
2025-03-11,226578
2025-03-12,237895
2025-03-13,264503
2025-03-14,329578
2025-03-15,409133
2025-03-16,279657
2025-03-17,233791
2025-03-18,224034
2025-03-19,237237
2025-03-20,249760
2025-03-21,283684
2025-03-22,301948
2025-03-23,227866
2025-03-24,202519
2025-03-25,207401
2025-03-26,221404
2025-03-27,243205
2025-03-28,289975
2025-03-29,319168
2025-03-30,226470
2025-03-31,207128
2025-04-01,222756
2025-04-02,240183
2025-04-03,255211
2025-04-04,302374
2025-04-05,316368
2025-04-06,229763
2025-04-07,218353
2025-04-08,222410
2025-04-09,241251
2025-04-10,258900
2025-04-11,297247
2025-04-12,319568
2025-04-13,234930
2025-04-14,203663
2025-04-15,218344
2025-04-16,231773
2025-04-17,256172
2025-04-18,286733
2025-04-19,296110
2025-04-20,221476
2025-04-21,205050
2025-04-22,220672
2025-04-23,237047
2025-04-24,261144
2025-04-25,312292
2025-04-26,326306
2025-04-27,245297
2025-04-28,219843
2025-04-29,222184
2025-04-30,210355
2025-05-01,254503
2025-05-02,293635
2025-05-03,327199
2025-05-04,259676
2025-05-05,231778
2025-05-06,228642
2025-05-07,241699
2025-05-08,255953
2025-05-09,288070
2025-05-10,306771
2025-05-11,224724
2025-05-12,216354
2025-05-13,222895
2025-05-14,241572
2025-05-15,270521
2025-05-16,314834
2025-05-17,330612
2025-05-18,266844
2025-05-19,228878
2025-05-20,232082
2025-05-21,235696
2025-05-22,249750
2025-05-23,287815
2025-05-24,305445
2025-05-25,259651
2025-05-26,191750
2025-05-27,205459
2025-05-28,228025
2025-05-29,252011
2025-05-30,309321
2025-05-31,322319
2025-06-01,255770
2025-06-02,213059
2025-06-03,219405
2025-06-04,241946
2025-06-05,251661
2025-06-06,288579
2025-06-07,318638
2025-06-08,254648
2025-06-09,220002
2025-06-10,223706
2025-06-11,243160
2025-06-12,256864
2025-06-13,293297
2025-06-14,305263
2025-06-15,237736
2025-06-16,211254
2025-06-17,226453
2025-06-18,254962
2025-06-19,261837
2025-06-20,308036
2025-06-21,345061
2025-06-22,267651
2025-06-23,217845
2025-06-24,218939
2025-06-25,233789
2025-06-26,258729
2025-06-27,294367
2025-06-28,315008
2025-06-29,251335
2025-06-30,200825
2025-07-01,206813
2025-07-02,224958
2025-07-03,248261
2025-07-04,269869
2025-07-05,274897
2025-07-06,214733
2025-07-07,200863
2025-07-08,217743
2025-07-09,227302
2025-07-10,261052
2025-07-11,304381
2025-07-12,334540
2025-07-13,261654
2025-07-14,220477
2025-07-15,230893
2025-07-16,244375
2025-07-17,268585
2025-07-18,313228
2025-07-19,348820
2025-07-20,264048
2025-07-21,226476
2025-07-22,231616
2025-07-23,256310
2025-07-24,262809
2025-07-25,305175
2025-07-26,334994
2025-07-27,265369
2025-07-28,228439
2025-07-29,237825
2025-07-30,271185
2025-07-31,279804
2025-08-01,320764
2025-08-02,342106
2025-08-03,270534
2025-08-04,221406
2025-08-05,221449
2025-08-06,234822
2025-08-07,260345
2025-08-08,311350
2025-08-09,344106
2025-08-10,266821
2025-08-11,228260
2025-08-12,223305
2025-08-13,235044
2025-08-14,254478
2025-08-15,309638
2025-08-16,339172
2025-08-17,255601
2025-08-18,221181
2025-08-19,228224
2025-08-20,229223
2025-08-21,248455
2025-08-22,287543
2025-08-23,320448
2025-08-24,238493
2025-08-25,202647
2025-08-26,201955
2025-08-27,228575
2025-08-28,262300
2025-08-29,304363
2025-08-30,325076
2025-08-31,279059
2025-09-01,207249
2025-09-02,202229
2025-09-03,213247
2025-09-04,232007
2025-09-05,281794
2025-09-06,306306
2025-09-07,244550
2025-09-08,222468
2025-09-09,220922
2025-09-10,231272
2025-09-11,247611
2025-09-12,287053
2025-09-13,314097
2025-09-14,244710
2025-09-15,216258
2025-09-16,219959
2025-09-17,237932
2025-09-18,263707
2025-09-19,301815
2025-09-20,334019
2025-09-21,255288
2025-09-22,214302
2025-09-23,216515
2025-09-24,223970
2025-09-25,253433
2025-09-26,294223
2025-09-27,322906
2025-09-28,253901
2025-09-29,215736
2025-09-30,215840
2025-10-01,222077
2025-10-02,246125
2025-10-03,290131
2025-10-04,314806
2025-10-05,245568
2025-10-06,217521
2025-10-07,224546
2025-10-08,238184
2025-10-09,261948
2025-10-10,306096
2025-10-11,329283
2025-10-12,251382
2025-10-13,215661
2025-10-14,234312
2025-10-15,248697
2025-10-16,265171
2025-10-17,302099
2025-10-18,330814
2025-10-19,261920
2025-10-20,220775
2025-10-21,231592
2025-10-22,238423
2025-10-23,257343
2025-10-24,302736
2025-10-25,337219
2025-10-26,257049
2025-10-27,221519
2025-10-28,226072
2025-10-29,237949
2025-10-30,262763
2025-10-31,352373
